year,month,hour,weekday,mean_distance,mean_pct_500m,mean_n_bikes,mean_covered_addresses_per_bike_500m,n_days
2021,10,0,False,1433.1186955791704,39.00444155220562,301.8,409.76868404535355,10
2021,10,0,True,1428.8848681162726,39.10992352816233,305.4761904761905,405.7721482884114,21
2021,10,1,False,1433.062123542291,38.98766726898243,300.5,411.48137770967895,10
2021,10,1,True,1428.8701608835038,39.10999874241765,305.7142857142857,405.4972862819324,21
2021,10,2,False,1432.9948200625438,39.00431519225666,301.5,410.110530019809,10
2021,10,2,True,1428.8479640381745,39.11057037075814,305.95238095238096,405.1836854151713,21
2021,10,3,False,1432.824962355091,39.03044011170219,302.3,409.2935656529844,10
2021,10,3,True,1428.8662875510438,39.11057037075814,305.85714285714283,405.3051730607648,21
2021,10,4,False,1432.7735549854951,39.03018739180429,302.4,409.12975567998654,10
2021,10,4,True,1428.8556901942945,39.11057037075814,306.04761904761904,405.05875693884974,21
2021,10,5,False,1432.774301673483,39.02996626189363,302.3,409.278769406204,10
2021,10,5,True,1428.8556901942945,39.11057037075814,306.04761904761904,405.05875693884974,21
2021,10,6,False,1432.774301673483,39.02996626189363,302.6,408.8618357538666,10
2021,10,6,True,1428.888843419052,39.11057037075814,305.95238095238096,405.1879548467171,21
2021,10,7,False,1432.7351952200202,39.033409570502535,302.6,408.89841293507465,10
2021,10,7,True,1428.962381574581,39.10369578782119,305.95238095238096,405.10646085616474,21
2021,10,8,False,1432.949189973809,39.00715829110805,302.0,409.48646932867814,10
2021,10,8,True,1429.045285291185,39.1035152736084,305.04761904761904,406.287883473358,21
2021,10,9,False,1432.9896374663722,39.006684441299484,302.0,409.49108405309676,10
2021,10,9,True,1429.2414508648403,39.10389134488504,303.85714285714283,407.9085967241951,21
2021,10,10,False,1433.7974830601522,38.99442752625128,301.7,409.84556498737066,10
2021,10,10,True,1428.9904280828187,39.116316739865184,303.8095238095238,408.05171052937027,21
2021,10,11,False,1434.2880908392076,38.95952059035368,299.0,413.29574079560854,10
2021,10,11,True,1428.4999948954235,39.138174002463415,303.76190476190476,408.3271907455738,21
2021,10,12,False,1434.4932499215508,38.960626239907,296.2,417.354150148202,10
2021,10,12,True,1429.1607477759728,39.147049284592086,303.57142857142856,408.7471215396421,21
2021,10,13,False,1434.8829092307094,38.91801134712342,296.3,416.6198688845915,10
2021,10,13,True,1428.6599682595222,39.11017925663044,300.8095238095238,412.1619597717973,21
2021,10,14,False,1436.3244505582084,38.917790217212755,294.5,419.2770531042396,10
2021,10,14,True,1434.3545938056843,39.027428532918876,299.23809523809524,413.63795225313004,21
2021,10,15,False,1437.1522055510818,38.902405893428025,292.2,422.5598634245627,10
2021,10,15,True,1433.4647996935091,39.0301663318128,299.85714285714283,412.7708090358791,21
2021,10,16,False,1435.5153288183844,38.92436093455818,290.8,424.8050508729736,10
2021,10,16,True,1433.6319262147267,39.02858683245092,300.3809523809524,411.93937038886907,21
2021,10,17,False,1435.0301640990222,38.93484881032108,294.2,419.73312526158895,10
2021,10,17,True,1433.6104555544994,39.026029547769774,301.0,411.0910294392647,21
2021,10,18,False,1434.937646926336,38.93320613098472,297.3,415.1529989247809,10
2021,10,18,True,1433.5379173093777,39.03535611543042,301.6190476190476,410.4049184856384,21
2021,10,19,False,1434.9821323512062,38.94884317466736,297.3,415.2442981264235,10
2021,10,19,True,1433.514399815293,39.0323926737705,301.8095238095238,409.89527338071593,21
2021,10,20,False,1434.8452129621282,38.96738649717586,297.5,415.2002863753364,10
2021,10,20,True,1433.5855782495412,39.021230878279866,302.9047619047619,408.37961938570237,21
2021,10,21,False,1434.8784281126796,38.9674180871631,298.5,413.83633082993055,10
2021,10,21,True,1433.2954237078015,39.03416773019624,304.1904761904762,406.7453310701964,21
2021,10,22,False,1434.6111008997375,38.97676872338543,298.5,413.95291627772133,10
2021,10,22,True,1433.3540821895242,39.03311473062165,304.42857142857144,406.4156116455499,21
2021,10,23,False,1434.5434457237984,38.97888525253036,298.5,413.9207769595082,10
2021,10,23,True,1433.2383503097976,39.04224574121844,305.04761904761904,405.67816999751795,21
2021,11,0,False,1486.5762743610921,37.798683329331936,296.0,404.3277150027291,8
2021,11,0,True,1488.676953298281,37.832484615676215,298.27272727272725,401.67689084060345,22
2021,11,1,False,1486.633680705517,37.798683329331936,295.5,405.03675196250606,8
2021,11,1,True,1488.6906873313212,37.832484615676215,298.22727272727275,401.7372775311006,22
2021,11,2,False,1488.9200392337286,37.77135799037137,295.875,404.2085307041715,8
